City,Constituency,Votes,Option
Navàs,Barcelona,1414,JUNTSxCAT
Navàs,Barcelona,994,ERC-CatSí
Navàs,Barcelona,571,C's
Navàs,Barcelona,326,PSC
Navàs,Barcelona,325,CUP
Navàs,Barcelona,125,CatComú-Podem
Navàs,Barcelona,109,PP
Navàs,Barcelona,17,PACMA
Navàs,Barcelona,6,RECORTES CERO-GRUPO VERDE
Olesa de Bonesvalls,Barcelona,4,Votos nulos
Olesa de Bonesvalls,Barcelona,6,Votos en blanco
Olesa de Bonesvalls,Barcelona,321,C's
Olesa de Bonesvalls,Barcelona,258,ERC-CatSí
Olesa de Bonesvalls,Barcelona,180,JUNTSxCAT
Olesa de Bonesvalls,Barcelona,151,PSC
Olesa de Bonesvalls,Barcelona,78,CatComú-Podem
Olesa de Bonesvalls,Barcelona,40,PP
Olesa de Bonesvalls,Barcelona,37,CUP
Olesa de Bonesvalls,Barcelona,5,PACMA
Olesa de Bonesvalls,Barcelona,4,RECORTES CERO-GRUPO VERDE
Navarcles,Barcelona,14,Votos nulos
Navarcles,Barcelona,19,Votos en blanco
Navarcles,Barcelona,1350,JUNTSxCAT
Navarcles,Barcelona,943,ERC-CatSí
Navarcles,Barcelona,732,C's
Navarcles,Barcelona,411,PSC
Navarcles,Barcelona,234,CatComú-Podem
Navarcles,Barcelona,173,CUP
Navarcles,Barcelona,131,PP
Navarcles,Barcelona,25,PACMA
Navarcles,Barcelona,7,RECORTES CERO-GRUPO VERDE
Òdena,Barcelona,12,Votos nulos
Òdena,Barcelona,15,Votos en blanco
Òdena,Barcelona,584,JUNTSxCAT
Òdena,Barcelona,512,C's
Òdena,Barcelona,488,ERC-CatSí
Òdena,Barcelona,346,PSC
Òdena,Barcelona,124,CatComú-Podem
Òdena,Barcelona,87,CUP
Òdena,Barcelona,74,PP
Òdena,Barcelona,21,PACMA
Òdena,Barcelona,4,RECORTES CERO-GRUPO VERDE
"Nou de Berguedà, la",Barcelona,1,Votos nulos
"Nou de Berguedà, la",Barcelona,61,JUNTSxCAT
"Nou de Berguedà, la",Barcelona,24,ERC-CatSí
"Nou de Berguedà, la",Barcelona,17,CUP
"Nou de Berguedà, la",Barcelona,14,PSC
"Nou de Berguedà, la",Barcelona,10,C's
"Nou de Berguedà, la",Barcelona,3,CatComú-Podem
Montseny,Barcelona,28,Abstención
Mura,Barcelona,18,Abstención
Montornès del Vallès,Barcelona,1953,Abstención
Muntanyola,Barcelona,62,Abstención
Montmajor,Barcelona,55,Abstención
Montseny,Barcelona,2,Votos en blanco
Montseny,Barcelona,132,JUNTSxCAT
Montseny,Barcelona,52,ERC-CatSí
Montseny,Barcelona,19,CUP
Montseny,Barcelona,15,C's
Montseny,Barcelona,11,CatComú-Podem
Montseny,Barcelona,9,PSC
Montgat,Barcelona,1309,Abstención
Mura,Barcelona,1,Votos en blanco
Mura,Barcelona,61,JUNTSxCAT
Mura,Barcelona,44,ERC-CatSí
Mura,Barcelona,27,CUP
Mura,Barcelona,12,PSC
Mura,Barcelona,9,CatComú-Podem
Mura,Barcelona,4,C's
Mura,Barcelona,1,PP
Montornès del Vallès,Barcelona,42,Votos nulos
Montornès del Vallès,Barcelona,63,Votos en blanco
Montornès del Vallès,Barcelona,3352,C's
Montornès del Vallès,Barcelona,1705,PSC
Montornès del Vallès,Barcelona,1478,ERC-CatSí
Montornès del Vallès,Barcelona,1123,CatComú-Podem
Montornès del Vallès,Barcelona,893,JUNTSxCAT
Montornès del Vallès,Barcelona,483,PP
Montornès del Vallès,Barcelona,247,CUP
Montornès del Vallès,Barcelona,125,PACMA
Montornès del Vallès,Barcelona,34,RECORTES CERO-GRUPO VERDE
Muntanyola,Barcelona,2,Votos en blanco
Muntanyola,Barcelona,191,JUNTSxCAT
Muntanyola,Barcelona,128,ERC-CatSí
Muntanyola,Barcelona,39,C's
Muntanyola,Barcelona,34,CUP
Muntanyola,Barcelona,14,CatComú-Podem
Muntanyola,Barcelona,10,PSC
Muntanyola,Barcelona,2,PP
Montmajor,Barcelona,2,Votos en blanco
Montmajor,Barcelona,199,JUNTSxCAT
Montmajor,Barcelona,58,ERC-CatSí
Montmajor,Barcelona,18,PSC
Montmajor,Barcelona,12,CUP
Montmajor,Barcelona,11,C's
Montmajor,Barcelona,9,PP
Montmajor,Barcelona,4,CatComú-Podem
Montmajor,Barcelona,1,RECORTES CERO-GRUPO VERDE
Montmeló,Barcelona,948,Abstención
Montgat,Barcelona,13,Votos nulos
Montgat,Barcelona,26,Votos en blanco
Montgat,Barcelona,1974,ERC-CatSí
Montgat,Barcelona,1959,C's
Montgat,Barcelona,1244,JUNTSxCAT
Montgat,Barcelona,957,PSC
Montgat,Barcelona,678,CatComú-Podem
Montgat,Barcelona,302,CUP
Montgat,Barcelona,269,PP
Montgat,Barcelona,80,PACMA
Montgat,Barcelona,24,RECORTES CERO-GRUPO VERDE
Montmaneu,Barcelona,31,Abstención
Montclar,Barcelona,9,Abstención
Montmeló,Barcelona,31,Votos nulos
Montmeló,Barcelona,25,Votos en blanco
Montmeló,Barcelona,1783,C's
Montmeló,Barcelona,1129,PSC
Montmeló,Barcelona,934,ERC-CatSí
Montmeló,Barcelona,648,JUNTSxCAT
Montmeló,Barcelona,630,CatComú-Podem
Montmeló,Barcelona,263,PP
Montmeló,Barcelona,227,CUP
Montmeló,Barcelona,67,PACMA
Montmeló,Barcelona,15,RECORTES CERO-GRUPO VERDE
Montmaneu,Barcelona,2,Votos nulos
Montmaneu,Barcelona,1,Votos en blanco
Montmaneu,Barcelona,54,JUNTSxCAT
Montmaneu,Barcelona,13,C's
Montmaneu,Barcelona,9,ERC-CatSí
Montmaneu,Barcelona,5,PP
Montmaneu,Barcelona,4,CUP
Montmaneu,Barcelona,4,PSC
Montmaneu,Barcelona,3,CatComú-Podem
Montesquiu,Barcelona,107,Abstención
Montclar,Barcelona,1,Votos nulos
Montclar,Barcelona,37,JUNTSxCAT
Montclar,Barcelona,26,ERC-CatSí
Montclar,Barcelona,8,C's
Montclar,Barcelona,7,PSC
Montclar,Barcelona,4,CUP
Montclar,Barcelona,3,PP
Montclar,Barcelona,1,PACMA
Monistrol de Calders,Barcelona,78,Abstención
Mollet del Vallès,Barcelona,6420,Abstención
Montesquiu,Barcelona,3,Votos nulos
Montesquiu,Barcelona,4,Votos en blanco
Montesquiu,Barcelona,281,JUNTSxCAT
Montesquiu,Barcelona,195,ERC-CatSí
Montesquiu,Barcelona,43,C's
Montesquiu,Barcelona,35,CUP
Montesquiu,Barcelona,29,PSC
Montesquiu,Barcelona,21,CatComú-Podem
Montesquiu,Barcelona,6,PP
Montesquiu,Barcelona,2,PACMA
Montesquiu,Barcelona,1,RECORTES CERO-GRUPO VERDE
Monistrol de Calders,Barcelona,4,Votos nulos
Monistrol de Calders,Barcelona,1,Votos en blanco
Monistrol de Calders,Barcelona,190,JUNTSxCAT
Monistrol de Calders,Barcelona,128,ERC-CatSí
Monistrol de Calders,Barcelona,60,CUP
Monistrol de Calders,Barcelona,42,C's
Monistrol de Calders,Barcelona,35,PSC
Monistrol de Calders,Barcelona,18,CatComú-Podem
Monistrol de Calders,Barcelona,11,PP
Monistrol de Calders,Barcelona,1,RECORTES CERO-GRUPO VERDE
Montcada i Reixac,Barcelona,4726,Abstención
Mollet del Vallès,Barcelona,97,Votos nulos
Mollet del Vallès,Barcelona,131,Votos en blanco
Mollet del Vallès,Barcelona,9460,C's
Mollet del Vallès,Barcelona,6077,PSC
Mollet del Vallès,Barcelona,5653,ERC-CatSí
Mollet del Vallès,Barcelona,3469,JUNTSxCAT
Mollet del Vallès,Barcelona,3167,CatComú-Podem
Mollet del Vallès,Barcelona,1193,PP
Mollet del Vallès,Barcelona,848,CUP
Mollet del Vallès,Barcelona,356,PACMA
Mollet del Vallès,Barcelona,95,RECORTES CERO-GRUPO VERDE
Monistrol de Montserrat,Barcelona,445,Abstención
Molins de Rei,Barcelona,2516,Abstención
Moià,Barcelona,748,Abstención
Montcada i Reixac,Barcelona,67,Votos nulos
Montcada i Reixac,Barcelona,96,Votos en blanco
Montcada i Reixac,Barcelona,6477,C's
Montcada i Reixac,Barcelona,3957,ERC-CatSí
Montcada i Reixac,Barcelona,3650,PSC
Montcada i Reixac,Barcelona,2426,CatComú-Podem
Montcada i Reixac,Barcelona,2055,JUNTSxCAT
Montcada i Reixac,Barcelona,862,PP
Montcada i Reixac,Barcelona,611,CUP
Montcada i Reixac,Barcelona,294,PACMA
Montcada i Reixac,Barcelona,78,RECORTES CERO-GRUPO VERDE
Monistrol de Montserrat,Barcelona,5,Votos nulos
Monistrol de Montserrat,Barcelona,9,Votos en blanco
Monistrol de Montserrat,Barcelona,466,ERC-CatSí
Monistrol de Montserrat,Barcelona,435,JUNTSxCAT
Monistrol de Montserrat,Barcelona,365,C's
Monistrol de Montserrat,Barcelona,204,PSC
Monistrol de Montserrat,Barcelona,111,CatComú-Podem
Monistrol de Montserrat,Barcelona,103,CUP
Monistrol de Montserrat,Barcelona,67,PP
Monistrol de Montserrat,Barcelona,21,PACMA
Monistrol de Montserrat,Barcelona,3,RECORTES CERO-GRUPO VERDE
Matadepera,Barcelona,777,Abstención
Masquefa,Barcelona,1161,Abstención
Molins de Rei,Barcelona,43,Votos nulos
Molins de Rei,Barcelona,60,Votos en blanco
Molins de Rei,Barcelona,4546,ERC-CatSí
Molins de Rei,Barcelona,3440,JUNTSxCAT
Molins de Rei,Barcelona,3357,C's
Molins de Rei,Barcelona,2452,PSC
Molins de Rei,Barcelona,1357,CatComú-Podem
Molins de Rei,Barcelona,913,CUP
Molins de Rei,Barcelona,403,PP
Molins de Rei,Barcelona,141,PACMA
Molins de Rei,Barcelona,30,RECORTES CERO-GRUPO VERDE
Mediona,Barcelona,348,Abstención
Moià,Barcelona,6,Votos nulos
Moià,Barcelona,21,Votos en blanco
Moià,Barcelona,1262,JUNTSxCAT
Moià,Barcelona,1092,ERC-CatSí
Moià,Barcelona,460,C's
Moià,Barcelona,292,CUP
Moià,Barcelona,237,PSC
Moià,Barcelona,143,CatComú-Podem
Moià,Barcelona,68,PP
Moià,Barcelona,14,PACMA
Moià,Barcelona,5,RECORTES CERO-GRUPO VERDE
Matadepera,Barcelona,13,Votos nulos
Matadepera,Barcelona,29,Votos en blanco
Matadepera,Barcelona,3157,JUNTSxCAT
Matadepera,Barcelona,1071,ERC-CatSí
Matadepera,Barcelona,1030,C's
Matadepera,Barcelona,343,PSC
Matadepera,Barcelona,203,CUP
Matadepera,Barcelona,170,PP
Matadepera,Barcelona,136,CatComú-Podem
Matadepera,Barcelona,31,PACMA
Matadepera,Barcelona,4,RECORTES CERO-GRUPO VERDE
Masquefa,Barcelona,32,Votos nulos
Masquefa,Barcelona,26,Votos en blanco
Masquefa,Barcelona,1525,C's
Masquefa,Barcelona,1131,ERC-CatSí
Masquefa,Barcelona,826,JUNTSxCAT
Masquefa,Barcelona,751,PSC
Masquefa,Barcelona,483,CatComú-Podem
Masquefa,Barcelona,161,PP
Masquefa,Barcelona,160,CUP
Masquefa,Barcelona,97,PACMA
Masquefa,Barcelona,16,RECORTES CERO-GRUPO VERDE
"Masnou, el",Barcelona,2662,Abstención
Mediona,Barcelona,9,Votos nulos
Mediona,Barcelona,5,Votos en blanco
Mediona,Barcelona,426,ERC-CatSí
Mediona,Barcelona,351,JUNTSxCAT
Mediona,Barcelona,212,C's
Mediona,Barcelona,116,PSC
Mediona,Barcelona,99,CUP
Mediona,Barcelona,71,CatComú-Podem
Mediona,Barcelona,37,PP
Mediona,Barcelona,9,PACMA
Mediona,Barcelona,1,RECORTES CERO-GRUPO VERDE
Bot,Tarragona,77,Abstención
Mataró,Barcelona,15122,Abstención
"Masnou, el",Barcelona,46,Votos nulos
"Masnou, el",Barcelona,58,Votos en blanco
"Masnou, el",Barcelona,3895,ERC-CatSí
"Masnou, el",Barcelona,3853,JUNTSxCAT
"Masnou, el",Barcelona,2948,C's
"Masnou, el",Barcelona,1550,PSC
"Masnou, el",Barcelona,1115,CatComú-Podem
"Masnou, el",Barcelona,864,CUP
"Masnou, el",Barcelona,443,PP
"Masnou, el",Barcelona,145,PACMA
"Masnou, el",Barcelona,32,RECORTES CERO-GRUPO VERDE
"Borges del Camp, les",Tarragona,226,Abstención
Bot,Tarragona,2,Votos nulos
Bot,Tarragona,2,Votos en blanco
Bot,Tarragona,144,JUNTSxCAT
Bot,Tarragona,123,ERC-CatSí
Bot,Tarragona,50,PSC
Bot,Tarragona,49,C's
Bot,Tarragona,20,CUP
Bot,Tarragona,20,CatComú-Podem
Bot,Tarragona,16,PP
Mataró,Barcelona,274,Votos nulos
Mataró,Barcelona,260,Votos en blanco
Mataró,Barcelona,21750,C's
Mataró,Barcelona,14211,ERC-CatSí
Mataró,Barcelona,13228,JUNTSxCAT
Mataró,Barcelona,10543,PSC
Mataró,Barcelona,4842,CatComú-Podem
Mataró,Barcelona,3004,PP
Mataró,Barcelona,2675,CUP
Mataró,Barcelona,720,PACMA
Mataró,Barcelona,164,RECORTES CERO-GRUPO VERDE
Bonastre,Tarragona,84,Abstención
Blancafort,Tarragona,34,Abstención
"Bisbal del Penedès, la",Tarragona,609,Abstención
"Bisbal de Falset, la",Tarragona,24,Abstención
"Borges del Camp, les",Tarragona,1,Votos nulos
"Borges del Camp, les",Tarragona,2,Votos en blanco
"Borges del Camp, les",Tarragona,510,JUNTSxCAT
"Borges del Camp, les",Tarragona,340,ERC-CatSí
"Borges del Camp, les",Tarragona,185,C's
"Borges del Camp, les",Tarragona,79,PSC
"Borges del Camp, les",Tarragona,52,CUP
"Borges del Camp, les",Tarragona,36,CatComú-Podem
"Borges del Camp, les",Tarragona,33,PP
"Borges del Camp, les",Tarragona,3,PACMA
"Borges del Camp, les",Tarragona,1,RECORTES CERO-GRUPO VERDE
Bonastre,Tarragona,4,Votos nulos
Bonastre,Tarragona,3,Votos en blanco
Bonastre,Tarragona,106,JUNTSxCAT
Bonastre,Tarragona,104,ERC-CatSí
Bonastre,Tarragona,74,C's
Bonastre,Tarragona,35,PSC
Bonastre,Tarragona,23,CUP
Bonastre,Tarragona,19,CatComú-Podem
Bonastre,Tarragona,7,PACMA
Bonastre,Tarragona,6,PP
Bonastre,Tarragona,1,RECORTES CERO-GRUPO VERDE
Blancafort,Tarragona,1,Votos nulos
Blancafort,Tarragona,128,ERC-CatSí
Blancafort,Tarragona,84,JUNTSxCAT
Blancafort,Tarragona,23,CUP
Blancafort,Tarragona,18,C's
Blancafort,Tarragona,9,PSC
Blancafort,Tarragona,7,CatComú-Podem
Blancafort,Tarragona,3,PP
Blancafort,Tarragona,1,PACMA
"Bisbal del Penedès, la",Tarragona,25,Votos nulos
"Bisbal del Penedès, la",Tarragona,11,Votos en blanco
"Bisbal del Penedès, la",Tarragona,593,C's
"Bisbal del Penedès, la",Tarragona,484,JUNTSxCAT
"Bisbal del Penedès, la",Tarragona,411,ERC-CatSí
"Bisbal del Penedès, la",Tarragona,260,PSC
"Bisbal del Penedès, la",Tarragona,129,CUP
"Bisbal del Penedès, la",Tarragona,105,CatComú-Podem
"Bisbal del Penedès, la",Tarragona,65,PP
"Bisbal del Penedès, la",Tarragona,25,PACMA
"Bisbal del Penedès, la",Tarragona,6,RECORTES CERO-GRUPO VERDE
Benissanet,Tarragona,96,Abstención
"Bisbal de Falset, la",Tarragona,1,Votos en blanco
"Bisbal de Falset, la",Tarragona,90,JUNTSxCAT
"Bisbal de Falset, la",Tarragona,30,ERC-CatSí
"Bisbal de Falset, la",Tarragona,8,PSC
"Bisbal de Falset, la",Tarragona,4,CUP
"Bisbal de Falset, la",Tarragona,4,PP
"Bisbal de Falset, la",Tarragona,3,C's
"Bisbal de Falset, la",Tarragona,1,PACMA
"Bisbal de Falset, la",Tarragona,1,CatComú-Podem
Benifallet,Tarragona,103,Abstención
Bellvei,Tarragona,315,Abstención
Benissanet,Tarragona,3,Votos nulos
Benissanet,Tarragona,3,Votos en blanco
Benissanet,Tarragona,285,ERC-CatSí
Benissanet,Tarragona,230,JUNTSxCAT
Benissanet,Tarragona,59,C's
Benissanet,Tarragona,35,PP
Benissanet,Tarragona,27,PSC
Benissanet,Tarragona,20,CUP
Benissanet,Tarragona,12,CatComú-Podem
Benissanet,Tarragona,2,PACMA
Bellmunt del Priorat,Tarragona,21,Abstención
Batea,Tarragona,239,Abstención
Benifallet,Tarragona,6,Votos nulos
Benifallet,Tarragona,5,Votos en blanco
Benifallet,Tarragona,184,ERC-CatSí
Benifallet,Tarragona,90,JUNTSxCAT
Benifallet,Tarragona,71,C's
Benifallet,Tarragona,70,PSC
Benifallet,Tarragona,27,PP
Benifallet,Tarragona,21,CatComú-Podem
Benifallet,Tarragona,20,CUP
Benifallet,Tarragona,1,RECORTES CERO-GRUPO VERDE
Bellvei,Tarragona,13,Votos nulos
Bellvei,Tarragona,5,Votos en blanco
Bellvei,Tarragona,423,C's
Bellvei,Tarragona,250,ERC-CatSí
Bellvei,Tarragona,203,JUNTSxCAT
Bellvei,Tarragona,176,PSC
Bellvei,Tarragona,74,CatComú-Podem
Bellvei,Tarragona,54,PP
Bellvei,Tarragona,45,CUP
Bellvei,Tarragona,13,PACMA
Bellvei,Tarragona,3,RECORTES CERO-GRUPO VERDE
Barberà de la Conca,Tarragona,62,Abstención
Banyeres del Penedès,Tarragona,327,Abstención
Ascó,Tarragona,249,Abstención
Bellmunt del Priorat,Tarragona,1,Votos en blanco
Bellmunt del Priorat,Tarragona,71,ERC-CatSí
Bellmunt del Priorat,Tarragona,55,JUNTSxCAT
Bellmunt del Priorat,Tarragona,25,PSC
Bellmunt del Priorat,Tarragona,22,C's
Bellmunt del Priorat,Tarragona,20,CUP
Bellmunt del Priorat,Tarragona,6,PP
Bellmunt del Priorat,Tarragona,4,CatComú-Podem
Batea,Tarragona,11,Votos nulos
Batea,Tarragona,13,Votos en blanco
Batea,Tarragona,372,ERC-CatSí
Batea,Tarragona,255,JUNTSxCAT
Batea,Tarragona,236,C's
Batea,Tarragona,140,PSC
Batea,Tarragona,98,PP
Batea,Tarragona,57,CatComú-Podem
Batea,Tarragona,34,CUP
Batea,Tarragona,1,RECORTES CERO-GRUPO VERDE
Barberà de la Conca,Tarragona,1,Votos nulos
Barberà de la Conca,Tarragona,1,Votos en blanco
Barberà de la Conca,Tarragona,121,JUNTSxCAT
Barberà de la Conca,Tarragona,57,ERC-CatSí
Barberà de la Conca,Tarragona,44,C's
Barberà de la Conca,Tarragona,24,PSC
Barberà de la Conca,Tarragona,22,CUP
Barberà de la Conca,Tarragona,8,CatComú-Podem
Barberà de la Conca,Tarragona,4,PP
Barberà de la Conca,Tarragona,1,PACMA
Banyeres del Penedès,Tarragona,8,Votos nulos
Banyeres del Penedès,Tarragona,9,Votos en blanco
Banyeres del Penedès,Tarragona,617,C's
Banyeres del Penedès,Tarragona,357,JUNTSxCAT
Banyeres del Penedès,Tarragona,338,ERC-CatSí
Banyeres del Penedès,Tarragona,314,PSC
Banyeres del Penedès,Tarragona,129,CatComú-Podem
Banyeres del Penedès,Tarragona,64,CUP
Banyeres del Penedès,Tarragona,43,PP
Banyeres del Penedès,Tarragona,31,PACMA
Banyeres del Penedès,Tarragona,1,RECORTES CERO-GRUPO VERDE
Ascó,Tarragona,11,Votos nulos
Ascó,Tarragona,6,Votos en blanco
Ascó,Tarragona,355,ERC-CatSí
Ascó,Tarragona,336,JUNTSxCAT
Ascó,Tarragona,173,C's
Ascó,Tarragona,84,PSC
Ascó,Tarragona,53,PP
Ascó,Tarragona,47,CUP
Ascó,Tarragona,36,CatComú-Podem
Ascó,Tarragona,7,PACMA
Ascó,Tarragona,2,RECORTES CERO-GRUPO VERDE
Arnes,Tarragona,60,Abstención
"Argentera, l'",Tarragona,10,Abstención
Arbolí,Tarragona,10,Abstención
Arnes,Tarragona,6,Votos nulos
Arnes,Tarragona,148,JUNTSxCAT
Arnes,Tarragona,103,ERC-CatSí
Arnes,Tarragona,30,C's
Arnes,Tarragona,20,CatComú-Podem
Arnes,Tarragona,11,CUP
Arnes,Tarragona,11,PSC
Arnes,Tarragona,10,PP
"Argentera, l'",Tarragona,1,Votos en blanco
"Argentera, l'",Tarragona,44,JUNTSxCAT
"Argentera, l'",Tarragona,41,ERC-CatSí
"Argentera, l'",Tarragona,13,CUP
"Argentera, l'",Tarragona,4,PSC
"Argentera, l'",Tarragona,3,PACMA
"Argentera, l'",Tarragona,2,PP
"Argentera, l'",Tarragona,2,CatComú-Podem
"Arboç, l'",Tarragona,602,Abstención
Arbolí,Tarragona,1,Votos en blanco
Arbolí,Tarragona,38,ERC-CatSí
Arbolí,Tarragona,37,JUNTSxCAT
Arbolí,Tarragona,11,CUP
Arbolí,Tarragona,3,CatComú-Podem
Arbolí,Tarragona,1,C's
Arbolí,Tarragona,1,PSC
Amposta,Tarragona,3076,Abstención
Alforja,Tarragona,248,Abstención
"Ampolla, l'",Tarragona,397,Abstención
"Ametlla de Mar, l'",Tarragona,893,Abstención
Altafulla,Tarragona,472,Abstención
"Arboç, l'",Tarragona,19,Votos nulos
"Arboç, l'",Tarragona,9,Votos en blanco
"Arboç, l'",Tarragona,788,C's
"Arboç, l'",Tarragona,557,PSC
"Arboç, l'",Tarragona,515,JUNTSxCAT
"Arboç, l'",Tarragona,478,ERC-CatSí
"Arboç, l'",Tarragona,181,CatComú-Podem
"Arboç, l'",Tarragona,142,CUP
"Arboç, l'",Tarragona,102,PP
"Arboç, l'",Tarragona,29,PACMA
"Arboç, l'",Tarragona,1,RECORTES CERO-GRUPO VERDE
Amposta,Tarragona,75,Votos nulos
Amposta,Tarragona,72,Votos en blanco
Amposta,Tarragona,4425,ERC-CatSí
Amposta,Tarragona,2442,JUNTSxCAT
Amposta,Tarragona,1836,C's
Amposta,Tarragona,991,PSC
Amposta,Tarragona,585,CatComú-Podem
Amposta,Tarragona,374,CUP
Amposta,Tarragona,370,PP
Amposta,Tarragona,32,PACMA
Amposta,Tarragona,19,RECORTES CERO-GRUPO VERDE
Alforja,Tarragona,5,Votos nulos
Alforja,Tarragona,7,Votos en blanco
Alforja,Tarragona,332,ERC-CatSí
Alforja,Tarragona,324,JUNTSxCAT
Alforja,Tarragona,183,C's
Alforja,Tarragona,92,PSC
Alforja,Tarragona,90,CUP
Alforja,Tarragona,53,CatComú-Podem
Alforja,Tarragona,19,PP
Alforja,Tarragona,12,PACMA
Alforja,Tarragona,2,RECORTES CERO-GRUPO VERDE
"Ampolla, l'",Tarragona,9,Votos nulos
"Ampolla, l'",Tarragona,4,Votos en blanco
"Ampolla, l'",Tarragona,631,JUNTSxCAT
"Ampolla, l'",Tarragona,471,ERC-CatSí
"Ampolla, l'",Tarragona,295,C's
"Ampolla, l'",Tarragona,126,PSC
"Ampolla, l'",Tarragona,68,CUP
"Ampolla, l'",Tarragona,66,PP
"Ampolla, l'",Tarragona,61,CatComú-Podem
"Ampolla, l'",Tarragona,2,RECORTES CERO-GRUPO VERDE
"Ampolla, l'",Tarragona,1,PACMA
"Ametlla de Mar, l'",Tarragona,8,Votos nulos
"Ametlla de Mar, l'",Tarragona,15,Votos en blanco
"Ametlla de Mar, l'",Tarragona,1270,ERC-CatSí
"Ametlla de Mar, l'",Tarragona,869,JUNTSxCAT
"Ametlla de Mar, l'",Tarragona,564,C's
"Ametlla de Mar, l'",Tarragona,277,PSC
"Ametlla de Mar, l'",Tarragona,153,CatComú-Podem
"Ametlla de Mar, l'",Tarragona,146,CUP
"Ametlla de Mar, l'",Tarragona,139,PP
"Ametlla de Mar, l'",Tarragona,17,PACMA
"Ametlla de Mar, l'",Tarragona,1,RECORTES CERO-GRUPO VERDE
Altafulla,Tarragona,18,Votos nulos
Altafulla,Tarragona,24,Votos en blanco
Altafulla,Tarragona,773,ERC-CatSí
Altafulla,Tarragona,749,C's
Altafulla,Tarragona,694,JUNTSxCAT
Altafulla,Tarragona,391,PSC
Altafulla,Tarragona,204,CatComú-Podem
Altafulla,Tarragona,137,CUP
Altafulla,Tarragona,112,PP
Altafulla,Tarragona,23,PACMA
Altafulla,Tarragona,5,RECORTES CERO-GRUPO VERDE
Almoster,Tarragona,112,Abstención
Alió,Tarragona,31,Abstención
Alfara de Carles,Tarragona,81,Abstención
Almoster,Tarragona,3,Votos nulos
Almoster,Tarragona,2,Votos en blanco
Almoster,Tarragona,350,JUNTSxCAT
Almoster,Tarragona,263,ERC-CatSí
Almoster,Tarragona,154,C's
Almoster,Tarragona,70,CUP
Almoster,Tarragona,54,PSC
Almoster,Tarragona,31,CatComú-Podem
Almoster,Tarragona,26,PP
Almoster,Tarragona,2,PACMA
Almoster,Tarragona,1,RECORTES CERO-GRUPO VERDE
"Aleixar, l'",Tarragona,87,Abstención
Alió,Tarragona,1,Votos nulos
Alió,Tarragona,2,Votos en blanco
Alió,Tarragona,106,JUNTSxCAT
Alió,Tarragona,76,ERC-CatSí
Alió,Tarragona,40,C's
Alió,Tarragona,26,PSC
Alió,Tarragona,15,CUP
Alió,Tarragona,13,CatComú-Podem
Alió,Tarragona,9,PP
Alió,Tarragona,1,RECORTES CERO-GRUPO VERDE
Aldover,Tarragona,139,Abstención
"Aldea, l'",Tarragona,677,Abstención
Alcover,Tarragona,655,Abstención
Alcanar,Tarragona,1327,Abstención
Alfara de Carles,Tarragona,77,JUNTSxCAT
Alfara de Carles,Tarragona,55,C's
Alfara de Carles,Tarragona,40,ERC-CatSí
Alfara de Carles,Tarragona,20,PSC
Alfara de Carles,Tarragona,15,PP
Alfara de Carles,Tarragona,8,CUP
Alfara de Carles,Tarragona,5,CatComú-Podem
"Aleixar, l'",Tarragona,2,Votos en blanco
"Aleixar, l'",Tarragona,185,JUNTSxCAT
"Aleixar, l'",Tarragona,164,ERC-CatSí
"Aleixar, l'",Tarragona,98,C's
"Aleixar, l'",Tarragona,34,CUP
"Aleixar, l'",Tarragona,25,PSC
"Aleixar, l'",Tarragona,20,CatComú-Podem
"Aleixar, l'",Tarragona,13,PP
"Aleixar, l'",Tarragona,3,PACMA
"Aleixar, l'",Tarragona,1,RECORTES CERO-GRUPO VERDE
Aldover,Tarragona,3,Votos nulos
Aldover,Tarragona,6,Votos en blanco
Aldover,Tarragona,169,JUNTSxCAT
Aldover,Tarragona,153,ERC-CatSí
Aldover,Tarragona,54,PSC
Aldover,Tarragona,49,C's
Aldover,Tarragona,41,PP
Aldover,Tarragona,33,CUP
Aldover,Tarragona,16,CatComú-Podem
Aldover,Tarragona,2,PACMA
"Aldea, l'",Tarragona,22,Votos nulos
"Aldea, l'",Tarragona,27,Votos en blanco
"Aldea, l'",Tarragona,860,ERC-CatSí
"Aldea, l'",Tarragona,527,JUNTSxCAT
"Aldea, l'",Tarragona,335,C's
"Aldea, l'",Tarragona,198,PSC
"Aldea, l'",Tarragona,96,PP
"Aldea, l'",Tarragona,92,CatComú-Podem
"Aldea, l'",Tarragona,39,CUP
"Aldea, l'",Tarragona,6,PACMA
"Aldea, l'",Tarragona,1,RECORTES CERO-GRUPO VERDE
Alcover,Tarragona,5,Votos nulos
Alcover,Tarragona,15,Votos en blanco
Alcover,Tarragona,871,JUNTSxCAT
Alcover,Tarragona,721,ERC-CatSí
Alcover,Tarragona,654,C's
Alcover,Tarragona,290,PSC
Alcover,Tarragona,185,CUP
Alcover,Tarragona,136,CatComú-Podem
Alcover,Tarragona,105,PP
Alcover,Tarragona,23,PACMA
Alcover,Tarragona,2,RECORTES CERO-GRUPO VERDE
Alcanar,Tarragona,33,Votos nulos
Alcanar,Tarragona,30,Votos en blanco
Alcanar,Tarragona,2002,ERC-CatSí
Alcanar,Tarragona,975,JUNTSxCAT
Alcanar,Tarragona,759,C's
Alcanar,Tarragona,383,PSC
Alcanar,Tarragona,268,PP
Alcanar,Tarragona,229,CatComú-Podem
